"region","category","sub_category","product_id","product_name","sales","discount","profit","original_price","zero_profit_sales","max_discount"
"East","Office Supplies","Storage","OFF-ST-10000344","Neat Ideas Personal Hanging Folder Files, Black",40.29,0.00,10.48,40.2900000000000000,29.81,0.26011417225117895259
"Central","Office Supplies","Labels","OFF-LA-10003663","Avery 498",20.23,0.00,9.51,20.2300000000000000,10.72,0.47009391992090954029
"West","Furniture","Chairs","FUR-CH-10001215","Global Troy Executive Leather Low-Back Tilter",1603.14,0.20,100.20,2003.9250000000000000,1502.94,0.25000187132751974251
"South","Furniture","Chairs","FUR-CH-10000988","Hon Olson Stacker Stools",225.30,0.20,22.53,281.6250000000000000,202.77,0.28000000000000000000
"South","Technology","Accessories","TEC-AC-10003441","Kingston Digital DataTraveler 32GB USB 2.0",67.80,0.00,4.07,67.8000000000000000,63.73,0.06002949852507374631
"South","Technology","Phones","TEC-PH-10004389","Nokia Lumia 925",377.97,0.00,98.27,377.9700000000000000,279.70,0.25999417943223007117
"South","Furniture","Bookcases","FUR-BO-10004695","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",1628.82,0.00,374.63,1628.8200000000000000,1254.19,0.23000085951793322774
"South","Office Supplies","Paper","OFF-PA-10000100","Xerox 1945",286.93,0.00,140.60,286.9300000000000000,146.33,0.49001498623357613355
"South","Office Supplies","Paper","OFF-PA-10000223","Xerox 2000",20.74,0.20,7.26,25.9250000000000000,13.48,0.48003857280617164899
"West","Office Supplies","Storage","OFF-ST-10001325","Sterilite Officeware Hinged File Box",31.44,0.00,8.49,31.4400000000000000,22.95,0.27003816793893129771
"West","Office Supplies","Appliances","OFF-AP-10004249","Staple holder",83.79,0.00,22.62,83.7900000000000000,61.17,0.26996061582527747941
"West","Office Supplies","Art","OFF-AR-10000588","Newell 345",59.52,0.00,15.48,59.5200000000000000,44.04,0.26008064516129032258
"West","Office Supplies","Supplies","OFF-SU-10000946","Staple remover",31.92,0.00,9.26,31.9200000000000000,22.66,0.29010025062656641604
"East","Office Supplies","Supplies","OFF-SU-10001225","Staple remover",14.72,0.20,-3.31,18.4000000000000000,18.03,0.02010869565217391304
"East","Office Supplies","Storage","OFF-ST-10001558","Acco Perma 4000 Stacking Storage Drawers",38.98,0.20,-2.44,48.7250000000000000,41.42,0.14992303745510518214
"South","Furniture","Furnishings","FUR-FU-10001546","Dana Swing-Arm Lamps",17.09,0.20,1.07,21.3625000000000000,16.02,0.25008777062609713283
"West","Office Supplies","Paper","OFF-PA-10002581","Xerox 1951",74.35,0.20,23.24,92.9375000000000000,51.11,0.45006052454606590451
"West","Furniture","Chairs","FUR-CH-10001482","Office Star - Mesh Screen back chair with Vinyl seat",314.35,0.20,-35.36,392.9375000000000000,349.71,0.11001113408620963894
"West","Office Supplies","Art","OFF-AR-10002399","Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,0.00,1.75,4.2600000000000000,2.51,0.41079812206572769953
"West","Office Supplies","Storage","OFF-ST-10001963","Tennsco Regal Shelving Units",811.28,0.00,24.34,811.2800000000000000,786.94,0.03000197219209150971
"East","Office Supplies","Fasteners","OFF-FA-10002988","Ideal Clamps",6.03,0.00,2.95,6.0300000000000000,3.08,0.48922056384742951907
"West","Furniture","Chairs","FUR-CH-10004289","Global Super Steno Chair",153.57,0.20,-5.76,191.9625000000000000,159.33,0.16999413948036725923
"West","Furniture","Chairs","FUR-CH-10000785","Global Ergonomic Managers Chair",1013.49,0.20,76.01,1266.8625000000000000,937.48,0.25999861863461898983
"East","Office Supplies","Envelopes","OFF-EN-10003040","Quality Park Security Envelopes",52.34,0.00,24.60,52.3400000000000000,27.74,0.47000382116927779901
"East","Office Supplies","Art","OFF-AR-10001573","American Pencil",4.66,0.00,1.35,4.6600000000000000,3.31,0.28969957081545064378
"East","Technology","Accessories","TEC-AC-10000844","Logitech Gaming G510s - Keyboard",254.97,0.00,91.79,254.9700000000000000,163.18,0.36000313762403420010
"East","Office Supplies","Binders","OFF-BI-10000756","Storex DuraTech Recycled Plastic Frosted Binders",25.44,0.00,12.72,25.4400000000000000,12.72,0.50000000000000000000
"East","Office Supplies","Supplies","OFF-SU-10000381","Acme Forged Steel Scissors with Black Enamel Handles",27.93,0.00,8.10,27.9300000000000000,19.83,0.29001074113856068743
"Central","Office Supplies","Binders","OFF-BI-10004094","GBC Standard Plastic Binding Systems Combs",8.85,0.80,-13.72,44.2500000000000000,22.57,0.48994350282485875706
"West","Furniture","Furnishings","FUR-FU-10001852","Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,0.00,2.23,6.9600000000000000,4.73,0.32040229885057471264
"West","Office Supplies","Binders","OFF-BI-10000014","Heavy-Duty E-Z-D Binders",17.46,0.20,5.89,21.8250000000000000,11.57,0.46987399770904925544
"West","Furniture","Chairs","FUR-CH-10003396","Global Deluxe Steno Chair",307.92,0.20,-34.64,384.9000000000000000,342.56,0.11000259807742270720
"West","Office Supplies","Art","OFF-AR-10003811","Newell 327",6.63,0.00,1.79,6.6300000000000000,4.84,0.26998491704374057315
"West","Office Supplies","Paper","OFF-PA-10003172","Xerox 1996",12.96,0.00,6.22,12.9600000000000000,6.74,0.47993827160493827160
"West","Office Supplies","Paper","OFF-PA-10000289","Xerox 213",32.40,0.00,15.55,32.4000000000000000,16.85,0.47993827160493827160
"West","Office Supplies","Paper","OFF-PA-10000791","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85,0.00,10.73,23.8500000000000000,13.12,0.44989517819706498952
"South","Furniture","Chairs","FUR-CH-10002304","Global Stack Chair without Arms, Black",51.96,0.00,12.99,51.9600000000000000,38.97,0.25000000000000000000
"South","Office Supplies","Binders","OFF-BI-10000136","Avery Non-Stick Heavy Duty View Round Locking Ring Binders",17.94,0.00,8.61,17.9400000000000000,9.33,0.47993311036789297659
"East","Office Supplies","Paper","OFF-PA-10003739","Xerox 1969",11.56,0.00,5.66,11.5600000000000000,5.90,0.48961937716262975779
"East","Office Supplies","Paper","OFF-PA-10002479","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",26.40,0.00,11.88,26.4000000000000000,14.52,0.45000000000000000000
"East","Furniture","Furnishings","FUR-FU-10000771","Eldon 200 Class Desk Accessories, Smoke",69.08,0.00,29.01,69.0800000000000000,40.07,0.41994788650839606254
"East","Technology","Phones","TEC-PH-10001552","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",35.88,0.00,10.05,35.8800000000000000,25.83,0.28010033444816053512
"East","Office Supplies","Art","OFF-AR-10001915","Peel-Off China Markers",49.65,0.00,20.85,49.6500000000000000,28.80,0.41993957703927492447
"South","Technology","Copiers","TEC-CO-10000971","Hewlett Packard 310 Color Digital Copier",959.97,0.20,120.00,1199.9625000000000000,839.97,0.30000312509765930185
"Central","Furniture","Chairs","FUR-CH-10004086","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",408.42,0.30,-5.83,583.4571428571428571,414.25,0.29000783507173987557
"East","Technology","Copiers","TEC-CO-10000971","Hewlett Packard 310 Color Digital Copier",479.98,0.20,60.00,599.9750000000000000,419.98,0.30000416684028501188
"East","Office Supplies","Labels","OFF-LA-10001317","Avery 520",12.60,0.00,6.05,12.6000000000000000,6.55,0.48015873015873015873
"South","Office Supplies","Paper","OFF-PA-10003656","Xerox 1935",184.66,0.00,84.94,184.6600000000000000,99.72,0.45998050471136142099
"Central","Office Supplies","Paper","OFF-PA-10002160","Xerox 1978",23.12,0.20,8.38,28.9000000000000000,14.74,0.48996539792387543253
"Central","Office Supplies","Paper","OFF-PA-10000575","Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37.46,0.20,12.18,46.8250000000000000,25.28,0.46011745862253069941
"Central","Furniture","Chairs","FUR-CH-10003981","Global Commerce Series Low-Back Swivel/Tilt Chairs",539.66,0.30,-7.71,770.9428571428571429,547.37,0.28999925879257310162
"West","Office Supplies","Storage","OFF-ST-10002615","Dual Level, Single-Width Filing Carts",310.12,0.00,80.63,310.1200000000000000,229.49,0.25999613053011737392
"Central","Office Supplies","Paper","OFF-PA-10000327","Xerox 1971",8.56,0.00,3.85,8.5600000000000000,4.71,0.44976635514018691589
"Central","Office Supplies","Storage","OFF-ST-10001325","Sterilite Officeware Hinged File Box",52.40,0.00,14.15,52.4000000000000000,38.25,0.27003816793893129771
"Central","Office Supplies","Labels","OFF-LA-10001771","Avery 513",14.94,0.00,6.87,14.9400000000000000,8.07,0.45983935742971887550
"West","Office Supplies","Fasteners","OFF-FA-10004968","Rubber Band Ball",11.22,0.00,0.22,11.2200000000000000,11.00,0.01960784313725490196
"South","Office Supplies","Appliances","OFF-AP-10000576","Belkin 325VA UPS Surge Protector, 6'",387.14,0.20,24.20,483.9250000000000000,362.94,0.25000774913467996074
"East","Office Supplies","Envelopes","OFF-EN-10003286","Staple envelope",41.40,0.00,19.46,41.4000000000000000,21.94,0.47004830917874396135
"East","Office Supplies","Art","OFF-AR-10003772","Boston 16750 Black Compact Battery Pencil Sharpener",35.00,0.00,10.50,35.0000000000000000,24.50,0.30000000000000000000
"East","Office Supplies","Binders","OFF-BI-10002852","Ibico Standard Transparent Covers",39.55,0.20,14.34,49.4375000000000000,25.21,0.49006321112515802781
"Central","Technology","Phones","TEC-PH-10002890","AT&T 17929 Lendline Telephone",135.72,0.00,35.29,135.7200000000000000,100.43,0.26002063071028588270
"Central","Office Supplies","Binders","OFF-BI-10001308","GBC Standard Plastic Binding Systems' Combs",12.56,0.00,5.65,12.5600000000000000,6.91,0.44984076433121019108
"Central","Technology","Phones","TEC-PH-10001750","Samsung Rugby III",263.96,0.00,71.27,263.9600000000000000,192.69,0.27000303076223670253
"Central","Office Supplies","Art","OFF-AR-10003338","Eberhard Faber 3 1/2"" Golf Pencils",5.95,0.20,0.37,7.4375000000000000,5.58,0.24974789915966386555
"East","Office Supplies","Fasteners","OFF-FA-10002763","Advantus Map Pennant Flags and Round Head Tacks",15.80,0.20,2.37,19.7500000000000000,13.43,0.32000000000000000000
"East","Furniture","Furnishings","FUR-FU-10002088","Nu-Dell Float Frame 11 x 14 1/2",14.37,0.20,3.95,17.9625000000000000,10.42,0.41990257480862908838
"East","Furniture","Furnishings","FUR-FU-10003976","DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.45,0.20,12.33,88.0625000000000000,58.12,0.34001419446415897800
"West","Office Supplies","Storage","OFF-ST-10001511","Space Solutions Commercial Steel Shelving",129.30,0.00,6.47,129.3000000000000000,122.83,0.05003866976024748647
"Central","Office Supplies","Binders","OFF-BI-10000301","GBC Instant Report Kit",3.88,0.80,-5.82,19.4000000000000000,9.70,0.50000000000000000000
"Central","Office Supplies","Fasteners","OFF-FA-10003495","Staples",6.08,0.00,3.04,6.0800000000000000,3.04,0.50000000000000000000
"East","Office Supplies","Appliances","OFF-AP-10001303","Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.90,0.00,8.96,19.9000000000000000,10.94,0.45025125628140703518
"East","Furniture","Furnishings","FUR-FU-10002116","Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,0.00,4.95,70.7100000000000000,65.76,0.07000424268137462877
"South","Furniture","Furnishings","FUR-FU-10000771","Eldon 200 Class Desk Accessories, Smoke",18.84,0.00,7.91,18.8400000000000000,10.93,0.41985138004246284501
"Central","Office Supplies","Art","OFF-AR-10002255","Newell 346",8.64,0.00,2.51,8.6400000000000000,6.13,0.29050925925925925926
"South","Office Supplies","Binders","OFF-BI-10004995","GBC DocuBind P400 Electric Binding System",1633.19,0.70,-1306.55,5443.9666666666666667,2939.74,0.46000036737917817278
"Central","Furniture","Furnishings","FUR-FU-10002597","C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,0.00,8.30,19.7600000000000000,11.46,0.42004048582995951417
"West","Office Supplies","Binders","OFF-BI-10004970","ACCOHIDE 3-Ring Binder, Blue, 1""",6.61,0.20,2.23,8.2625000000000000,4.38,0.46989409984871406959
"West","Office Supplies","Binders","OFF-BI-10002557","Presstex Flexible Ring Binders",7.28,0.20,2.73,9.1000000000000000,4.55,0.50000000000000000000
"West","Furniture","Chairs","FUR-CH-10000785","Global Ergonomic Managers Chair",144.78,0.20,10.86,180.9750000000000000,133.92,0.26000828843762950684
"West","Technology","Phones","TEC-PH-10002310","Plantronics Calisto P620-M USB Wireless Speakerphone System",156.79,0.20,13.72,195.9875000000000000,143.07,0.27000446457044454366
"West","Technology","Phones","TEC-PH-10002834","Google Nexus 5",431.98,0.20,27.00,539.9750000000000000,404.98,0.25000231492198712903
"West","Office Supplies","Envelopes","OFF-EN-10000927","Jet-Pak Recycled Peel 'N' Seal Padded Mailers",35.89,0.00,16.15,35.8900000000000000,19.74,0.44998606854276957370
"West","Office Supplies","Binders","OFF-BI-10001636","Ibico Plastic and Wire Spiral Binding Combs",47.21,0.20,15.34,59.0125000000000000,31.87,0.45994492692226223258
"West","Office Supplies","Paper","OFF-PA-10001736","Xerox 1880",248.08,0.00,116.60,248.0800000000000000,131.48,0.47000967429861335053
"West","Office Supplies","Paper","OFF-PA-10000482","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",189.70,0.00,89.16,189.7000000000000000,100.54,0.47000527148128624143
"West","Office Supplies","Binders","OFF-BI-10001658","GBC Standard Therm-A-Bind Covers",59.81,0.20,19.44,74.7625000000000000,40.37,0.46002340745694699883
"Central","Furniture","Chairs","FUR-CH-10000422","Global Highback Leather Tilter in Burgundy",90.99,0.00,14.56,90.9900000000000000,76.43,0.16001758434992856358
"Central","Furniture","Chairs","FUR-CH-10004675","Lifetime Advantage Folding Chairs, 4/Carton",1526.56,0.00,427.44,1526.5600000000000000,1099.12,0.28000209621632952521
"Central","Furniture","Chairs","FUR-CH-10002880","Global High-Back Leather Tilter, Burgundy",368.97,0.00,40.59,368.9700000000000000,328.38,0.11000894381657045288
"West","Office Supplies","Storage","OFF-ST-10000675","File Shuttle II and Handi-File, Black",305.01,0.00,76.25,305.0100000000000000,228.76,0.24999180354742467460
"West","Furniture","Furnishings","FUR-FU-10002685","Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.70,0.00,7.11,18.7000000000000000,11.59,0.38021390374331550802
"West","Furniture","Furnishings","FUR-FU-10004020","Advantus Panel Wall Acrylic Frame",38.29,0.00,16.46,38.2900000000000000,21.83,0.42987725254635675111
"West","Furniture","Furnishings","FUR-FU-10004963","Eldon 400 Class Desk Accessories, Black Carbon",26.25,0.00,11.03,26.2500000000000000,15.22,0.42019047619047619048
"West","Office Supplies","Binders","OFF-BI-10000174","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96,0.20,22.74,81.2000000000000000,42.22,0.48004926108374384236
"West","Office Supplies","Envelopes","OFF-EN-10000461","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.70,0.00,20.54,43.7000000000000000,23.16,0.47002288329519450801
"West","Technology","Accessories","TEC-AC-10001266","Memorex Micro Travel Drive 8 GB",41.60,0.20,13.00,52.0000000000000000,28.60,0.45000000000000000000
"West","Office Supplies","Paper","OFF-PA-10002160","Xerox 1978",23.12,0.20,8.38,28.9000000000000000,14.74,0.48996539792387543253
"West","Furniture","Chairs","FUR-CH-10004875","Harbour Creations 67200 Series Stacking Chairs",113.89,0.20,9.97,142.3625000000000000,103.92,0.27003248748792694705
"West","Furniture","Furnishings","FUR-FU-10000305","Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",113.57,0.20,-5.68,141.9625000000000000,119.25,0.15998943382935634410
"West","Technology","Phones","TEC-PH-10000347","Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple",7.92,0.20,0.69,9.9000000000000000,7.23,0.26969696969696969697
"West","Technology","Phones","TEC-PH-10001459","Samsung Galaxy Mega 6.3",671.98,0.20,50.40,839.9750000000000000,621.58,0.26000178576743355457
"East","Technology","Phones","TEC-PH-10000439","GE DSL Phone Line Filter",39.99,0.00,11.60,39.9900000000000000,28.39,0.29007251812953238310
"East","Furniture","Chairs","FUR-CH-10002647","Situations Contoured Folding Chairs, 4/Set",191.65,0.10,31.94,212.9444444444444444,159.71,0.24999217323245499593
"East","Office Supplies","Binders","OFF-BI-10003910","DXL Angle-View Binders with Locking Rings by Samsill",2.31,0.70,-1.93,7.7000000000000000,4.24,0.44935064935064935065
"West","Office Supplies","Binders","OFF-BI-10001097","Avery Hole Reinforcements",19.94,0.20,7.23,24.9250000000000000,12.71,0.49007021063189568706
"West","Office Supplies","Fasteners","OFF-FA-10004854","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,0.00,21.58,45.9200000000000000,24.34,0.46994773519163763066
"West","Office Supplies","Paper","OFF-PA-10003673","Strathmore Photo Mount Cards",20.34,0.00,9.36,20.3400000000000000,10.98,0.46017699115044247788
"West","Office Supplies","Labels","OFF-LA-10002034","Avery 478",39.28,0.00,19.25,39.2800000000000000,20.03,0.49007128309572301426
"West","Furniture","Chairs","FUR-CH-10002774","Global Deluxe Stacking Chair, Gray",81.57,0.20,9.18,101.9625000000000000,72.39,0.29003310040456050018
"West","Furniture","Chairs","FUR-CH-10003817","Global Value Steno Chair, Gray",97.18,0.20,6.07,121.4750000000000000,91.11,0.24996912945050421898
"West","Office Supplies","Binders","OFF-BI-10002949","Prestige Round Ring Binders",24.32,0.20,8.21,30.4000000000000000,16.11,0.47006578947368421053
"West","Furniture","Furnishings","FUR-FU-10002445","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,0.00,7.58,18.9600000000000000,11.38,0.39978902953586497890
"Central","Furniture","Furnishings","FUR-FU-10001473","DAX Wood Document Frame",32.95,0.60,-19.77,82.3750000000000000,52.72,0.36000000000000000000
"Central","Office Supplies","Storage","OFF-ST-10002562","Staple magnet",30.02,0.20,3.00,37.5250000000000000,27.02,0.27994670219853431046
"South","Office Supplies","Appliances","OFF-AP-10002118","1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",499.58,0.20,43.71,624.4750000000000000,455.87,0.26999479562832779535
"South","Office Supplies","Paper","OFF-PA-10001800","Xerox 220",31.10,0.20,10.89,38.8750000000000000,20.21,0.48012861736334405145
"South","Office Supplies","Binders","OFF-BI-10002827","Avery Durable Poly Binders",13.27,0.70,-10.62,44.2333333333333333,23.89,0.45990957045968349620
"South","Furniture","Furnishings","FUR-FU-10004671","Executive Impressions 12"" Wall Clock",28.27,0.20,6.36,35.3375000000000000,21.91,0.37997877608772550407
"South","Office Supplies","Storage","OFF-ST-10000736","Carina Double Wide Media Storage Towers in Natural & Black",259.14,0.20,-51.83,323.9250000000000000,310.97,0.03999382573126495331
"Central","Office Supplies","Binders","OFF-BI-10004656","Peel & Stick Add-On Corner Pockets",10.80,0.00,5.18,10.8000000000000000,5.62,0.47962962962962962963
"Central","Furniture","Tables","FUR-TA-10001095","Chromcraft Round Conference Tables",244.01,0.30,-31.37,348.5857142857142857,275.38,0.21000778656612433913
"Central","Office Supplies","Paper","OFF-PA-10000213","Xerox 198",15.94,0.20,5.38,19.9250000000000000,10.56,0.47001254705144291092
"East","Furniture","Chairs","FUR-CH-10001797","Safco Chair Connectors, 6/Carton",188.55,0.30,-2.69,269.3571428571428571,191.24,0.29001325908247149286
"East","Office Supplies","Storage","OFF-ST-10002214","X-Rack File for Hanging Folders",22.58,0.00,5.87,22.5800000000000000,16.71,0.25996457041629760850
"South","Furniture","Chairs","FUR-CH-10000422","Global Highback Leather Tilter in Burgundy",545.94,0.00,87.35,545.9400000000000000,458.59,0.15999926731875297652
"East","Office Supplies","Paper","OFF-PA-10003848","Xerox 1997",20.74,0.20,7.26,25.9250000000000000,13.48,0.48003857280617164899
"East","Furniture","Furnishings","FUR-FU-10003623","DataProducts Ampli Magnifier Task Lamp, Black,",43.30,0.20,4.33,54.1250000000000000,38.97,0.28000000000000000000
"West","Furniture","Chairs","FUR-CH-10001797","Safco Chair Connectors, 6/Carton",123.14,0.20,13.85,153.9250000000000000,109.29,0.28997888582101672893
"West","Office Supplies","Binders","OFF-BI-10003094","Self-Adhesive Ring Binder Labels",11.26,0.20,3.80,14.0750000000000000,7.46,0.46998223801065719361
"West","Office Supplies","Storage","OFF-ST-10002205","File Shuttle I and Handi-File",53.42,0.20,4.67,66.7750000000000000,48.75,0.26993635342568326469
"West","Furniture","Tables","FUR-TA-10003238","Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49,0.50,-170.80,550.9800000000000000,446.29,0.19000689680206178083
"South","Furniture","Furnishings","FUR-FU-10000755","Eldon Expressions Mahogany Wood Desk Collection",24.96,0.00,6.24,24.9600000000000000,18.72,0.25000000000000000000
"South","Office Supplies","Paper","OFF-PA-10002893","Wirebound Service Call Books, 5 1/2"" x 4""",19.36,0.00,9.29,19.3600000000000000,10.07,0.47985537190082644628
"South","Office Supplies","Storage","OFF-ST-10000689","Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,0.00,152.12,1267.6500000000000000,1115.53,0.12000157772255748827
"West","Technology","Accessories","TEC-AC-10004227","SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card",12.99,0.00,0.78,12.9900000000000000,12.21,0.06004618937644341801
"West","Office Supplies","Binders","OFF-BI-10000174","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",18.56,0.20,6.50,23.2000000000000000,12.06,0.48017241379310344828
"West","Office Supplies","Storage","OFF-ST-10001809","Fellowes Officeware Wire Shelving",449.15,0.00,8.98,449.1500000000000000,440.17,0.01999332071690971836
"West","Office Supplies","Binders","OFF-BI-10002309","Avery Heavy-Duty EZD  Binder With Locking Rings",31.25,0.20,10.94,39.0625000000000000,20.31,0.48006400000000000000
"East","Office Supplies","Appliances","OFF-AP-10004532","Kensington 6 Outlet Guardian Standard Surge Protector",61.44,0.00,16.59,61.4400000000000000,44.85,0.27001953125000000000
"Central","Office Supplies","Binders","OFF-BI-10003091","GBC DocuBind TL200 Manual Binding Machine",895.92,0.00,421.08,895.9200000000000000,474.84,0.46999732118939190999
"West","Office Supplies","Binders","OFF-BI-10004654","VariCap6 Expandable Binder",55.36,0.20,18.68,69.2000000000000000,36.68,0.46994219653179190751
"West","Office Supplies","Storage","OFF-ST-10000760","Eldon Fold 'N Roll Cart System",55.92,0.20,6.29,69.9000000000000000,49.63,0.28998569384835479256
"East","Office Supplies","Envelopes","OFF-EN-10001539","Staple envelope",24.90,0.20,8.40,31.1250000000000000,16.50,0.46987951807228915663
"East","Furniture","Furnishings","FUR-FU-10000550","Stacking Trays by OIC",3.98,0.20,0.65,4.9750000000000000,3.33,0.33065326633165829146
"East","Technology","Accessories","TEC-AC-10003628","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",95.97,0.20,28.79,119.9625000000000000,67.18,0.43999166406168594352
"East","Technology","Machines","TEC-MA-10004521","Epson Perfection V600 Photo Scanner",206.99,0.70,-172.49,689.9666666666666667,379.48,0.45000241557563167305
"East","Office Supplies","Appliances","OFF-AP-10003860","Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection",44.42,0.20,3.89,55.5250000000000000,40.53,0.27005853219270598829
"East","Office Supplies","Binders","OFF-BI-10000069","GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",9.01,0.70,-7.20,30.0333333333333333,16.21,0.46026637069922308486
"Central","Office Supplies","Binders","OFF-BI-10003655","Durable Pressboard Binders",19.00,0.00,8.93,19.0000000000000000,10.07,0.47000000000000000000
"East","Office Supplies","Binders","OFF-BI-10001628","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",33.38,0.20,10.43,41.7250000000000000,22.95,0.44997004194128220491
"East","Office Supplies","Appliances","OFF-AP-10003779","Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection",207.48,0.00,62.24,207.4800000000000000,145.24,0.29998072103335261230
"Central","Office Supplies","Binders","OFF-BI-10000666","Surelock Post Binders",91.68,0.00,45.84,91.6800000000000000,45.84,0.50000000000000000000
"East","Office Supplies","Appliances","OFF-AP-10000828","Avanti 4.4 Cu. Ft. Refrigerator",904.90,0.00,253.37,904.9000000000000000,651.53,0.27999778981102884297
"West","Office Supplies","Binders","OFF-BI-10002706","Avery Premier Heavy-Duty Binder with Round Locking Rings",34.27,0.20,11.14,42.8375000000000000,23.13,0.46005252407353370295
"South","Furniture","Furnishings","FUR-FU-10004748","Howard Miller 16"" Diameter Gallery Wall Clock",191.82,0.00,74.81,191.8200000000000000,117.01,0.39000104264414555312
"East","Office Supplies","Appliances","OFF-AP-10000026","Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection",243.88,0.20,27.44,304.8500000000000000,216.44,0.29001148105625717566
"West","Office Supplies","Binders","OFF-BI-10000773","Insertable Tab Post Binder Dividers",12.03,0.70,-9.22,40.1000000000000000,21.25,0.47007481296758104738
"West","Technology","Machines","TEC-MA-10000822","Lexmark MX611dhe Monochrome Laser Printer",2549.99,0.70,-3399.98,8499.9666666666666667,5949.97,0.30000078431680124236
"West","Office Supplies","Binders","OFF-BI-10001543","GBC VeloBinder Manual Binding System",21.59,0.70,-15.84,71.9666666666666667,37.43,0.47989810097267253382
"West","Office Supplies","Binders","OFF-BI-10003355","Cardinal Holdit Business Card Pockets",8.96,0.70,-6.57,29.8666666666666667,15.53,0.48002232142857142915
"West","Office Supplies","Paper","OFF-PA-10002005","Xerox 225",20.74,0.20,7.26,25.9250000000000000,13.48,0.48003857280617164899
"East","Furniture","Tables","FUR-TA-10004154","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.22,0.40,-103.27,573.7000000000000000,447.49,0.21999302771483353669
"Central","Office Supplies","Storage","OFF-ST-10002743","SAFCO Boltless Steel Shelving",727.30,0.20,-172.73,909.1250000000000000,900.03,0.01000412484531830056
"Central","Furniture","Furnishings","FUR-FU-10004973","Flat Face Poster Frame",22.61,0.60,-10.17,56.5250000000000000,32.78,0.42007961079168509509
"Central","Technology","Accessories","TEC-AC-10002842","WD My Passport Ultra 2TB Portable External Hard Drive",666.40,0.20,-33.32,833.0000000000000000,699.72,0.16000000000000000000
"West","Office Supplies","Fasteners","OFF-FA-10002701","Alliance Rubber Bands",5.04,0.00,0.20,5.0400000000000000,4.84,0.03968253968253968254
"West","Office Supplies","Paper","OFF-PA-10001125","Xerox 1988",92.94,0.00,41.82,92.9400000000000000,51.12,0.44996772111039380245
"West","Furniture","Furnishings","FUR-FU-10004090","Executive Impressions 14"" Contract Wall Clock",66.69,0.00,22.01,66.6900000000000000,44.68,0.33003448792922477133
"West","Office Supplies","Binders","OFF-BI-10001510","Deluxe Heavy-Duty Vinyl Round Ring Binder",91.68,0.20,28.65,114.6000000000000000,63.03,0.45000000000000000000
"Central","Furniture","Bookcases","FUR-BO-10002202","Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.73,0.32,-14.46,481.9558823529411765,342.19,0.28999725383699996953
"East","Office Supplies","Binders","OFF-BI-10001922","Storex Dura Pro Binders",52.27,0.20,17.64,65.3375000000000000,34.63,0.46998278171035010522
"East","Office Supplies","Paper","OFF-PA-10001667","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)",17.94,0.00,8.07,17.9400000000000000,9.87,0.44983277591973244147
"East","Furniture","Furnishings","FUR-FU-10001488","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.35,0.20,0.00,317.9375000000000000,254.35,0.20000000000000000000
"West","Office Supplies","Binders","OFF-BI-10002799","SlimView Poly Binder, 3/8""",8.29,0.20,2.69,10.3625000000000000,5.60,0.45958986731001206273
